iter	Logloss
191	0.4044514732
192	0.4041442841
193	0.4040364627
194	0.4035919929
195	0.403240825
196	0.4030639952
197	0.4029317607
198	0.4028534432
199	0.4027489916
200	0.4026643334
201	0.4024900373
202	0.4022522331
203	0.4021891175
204	0.4021793347
205	0.4019844978
206	0.4018958897
207	0.4016884252
208	0.4014629974
209	0.4011740803
210	0.4011220436
211	0.4009634591
212	0.4007918135
213	0.4006581624
214	0.400501936
215	0.4003095332
216	0.4001141912
217	0.3996985537
218	0.3995452694
219	0.3994906878
220	0.3994610372
221	0.399281486
222	0.3992238794
223	0.399133943
224	0.3989014367
225	0.398522807
226	0.3984833843
227	0.398295353
228	0.3981787588
229	0.39815498
230	0.3980603867
231	0.397843026
232	0.3977348447
233	0.3973247783
234	0.3970035267
235	0.3968651705
236	0.3967987029
237	0.3966810376
238	0.3965771141
239	0.3965447691
240	0.3962847258
241	0.3962065834
242	0.3961916715
243	0.3961455288
244	0.3960800154
245	0.3959793623
246	0.3959159589
247	0.3958684878
248	0.395768596
249	0.3956175818
250	0.3954724113
251	0.3952783861
252	0.3951533372
253	0.3948532688
254	0.3947366587
255	0.3946463488
256	0.3944814466
257	0.3944428034
258	0.3942964581
259	0.394251478
260	0.3940928036
261	0.3940178609
262	0.393878128
263	0.3936670612
264	0.3934655174
265	0.3932769024
266	0.3932552665
267	0.3931876232
268	0.3931192103
269	0.3930976978
270	0.3930345046
271	0.3928291309
272	0.3927734547
273	0.3927029542
274	0.3926223154
275	0.3924282855
276	0.3922038264
277	0.3921720695
278	0.3920650284
279	0.3919945232
280	0.3918016421
281	0.3916717158
282	0.3914575183
283	0.3913845579
284	0.3911956259
285	0.3910879521
286	0.3909359647
287	0.390924802
288	0.3907850772
289	0.3906364373
290	0.390495324
291	0.3904001795
292	0.3902808819
293	0.3901882021
294	0.390117891
295	0.389926654
296	0.3898155581
297	0.3898102111
298	0.3897827268
299	0.3896398807
300	0.3895886563
301	0.3895630667
302	0.3894584707
303	0.3894216182
304	0.3893937312
305	0.3893245036
306	0.3891508607
307	0.3890863286
308	0.3890175385
309	0.3889146021
310	0.3888492227
311	0.3887588522
312	0.3886919726
313	0.3885734039
314	0.3884104911
315	0.3883499392
316	0.3882991819
317	0.3882225001
318	0.3881348052
319	0.3880816453
320	0.3879437582
321	0.387900571
322	0.3878420257
323	0.3877479424
324	0.3876632201
325	0.3875754992
326	0.3874511731
327	0.3874248558
328	0.3872656218
329	0.3872569389
330	0.3871365228
331	0.3870849051
332	0.3869994512
333	0.3869731158
334	0.3869681097
335	0.3868900069
336	0.3866592825
337	0.3865893746
338	0.3865562301
339	0.3865458354
340	0.3865050556
341	0.3864736573
342	0.3864189521
343	0.3863887829
344	0.3863729276
345	0.3863201862
346	0.3862674927
347	0.3861959699
348	0.3860600567
349	0.3860002336
350	0.3859895066
351	0.3859455824
352	0.3859180592
353	0.3858671715
354	0.3857477275
355	0.3857298844
356	0.385521703
357	0.3854994057
358	0.3854458746
359	0.3853871857
360	0.3853242959
361	0.3853003021
362	0.3852350765
363	0.3851997511
364	0.3851871103
365	0.3851350063
366	0.3851214514
367	0.385071682
368	0.3850643046
369	0.3850076911
370	0.3849166594
371	0.3847802961
372	0.3847744153
373	0.3846179405
374	0.3845304768
375	0.3845279546
376	0.3845254751
377	0.3844980332
378	0.3844561842
379	0.384432732
380	0.3844072724
381	0.3843191422
382	0.384243086
383	0.3841879922
384	0.3841349423
385	0.3840743845
386	0.3840255317
387	0.3840001272
388	0.3839368183
389	0.3837933361
390	0.3837731575
391	0.3837244319
392	0.383711136
393	0.3836424844
394	0.3836414421
395	0.3836113909
396	0.3835964385
397	0.3835895839
398	0.3835544327
399	0.3835420929
400	0.3834549927
401	0.3834098902
402	0.3833582403
403	0.383287909
404	0.3832519547
405	0.3832073009
406	0.3831063571
407	0.383009047
408	0.3830037088
409	0.3829821435
410	0.3829807074
411	0.382949774
412	0.3829187748
413	0.3828661532
414	0.382809019
415	0.382781195
416	0.3827297076
417	0.382672921
418	0.3826447665
419	0.3826078591
420	0.3825485185
421	0.3825268417
422	0.3823384156
423	0.3822611454
424	0.3822472948
425	0.3821441692
426	0.3821003385
427	0.3820926475
428	0.3820205453
429	0.3820193774
430	0.3819609476
431	0.3818947319
432	0.3818729017
433	0.3817720788
434	0.3817277476
435	0.3816060887
436	0.3815671456
437	0.381502321
438	0.3814960986
439	0.3814351236
440	0.3814210904
441	0.3814196631
442	0.3813958496
443	0.3813914777
444	0.3812792265
445	0.3812255305
446	0.3811024771
447	0.3810964306
448	0.3810514059
449	0.3809279653
450	0.3809087604
451	0.3807485104
452	0.3807357332
453	0.380692199
454	0.3806647767
455	0.3806155425
456	0.3806036365
457	0.380563294
458	0.3804777784
459	0.3803132855
460	0.3802547799
461	0.3801921894
462	0.3801680431
463	0.3801488703
464	0.3801435044
465	0.3801184895
466	0.3801108024
467	0.3800833976
468	0.3800034333
469	0.3799884764
470	0.3799570154
471	0.3799548491
472	0.3799356785
473	0.379888332
474	0.3798688143
475	0.3798605841
476	0.3797755429
477	0.3797648847
478	0.3797231406
479	0.3796984145
480	0.3796607711
481	0.3796151034
482	0.3795413348
483	0.3795250942
484	0.379466653
485	0.379431445
486	0.3793967005
487	0.379372695
488	0.3793393403
489	0.3793322262
490	0.3793196452
491	0.3792534848
492	0.3792188476
493	0.3792008651
494	0.3792005398
495	0.3791114537
496	0.3790867166
497	0.3790628021
498	0.3790379526
499	0.3790243603
500	0.3790049208
501	0.3789868299
502	0.3789708719
503	0.3788887947
504	0.3788767307
505	0.3788549295
506	0.3787852246
507	0.3787503105
508	0.3786972091
509	0.3786417051
510	0.3786069075
511	0.378532563
512	0.3785118385
513	0.378486516
514	0.3784629585
515	0.3784181592
516	0.3783844358
517	0.3783463294
518	0.378327474
519	0.3783187769
520	0.3782589513
521	0.3781902276
522	0.3781269172
523	0.3781021559
524	0.378100614
525	0.3779937195
526	0.3779803578
527	0.3778438222
528	0.3778088806
529	0.3777164417
530	0.377584855
531	0.3774543589
532	0.3774363122
533	0.3774196433
534	0.3773877157
535	0.3773680858
536	0.3773657128
537	0.3773267176
538	0.3772457404
539	0.3772181807
540	0.3771776922
541	0.3771683932
542	0.3771619304
543	0.3771166294
544	0.3771093306
545	0.3770920747
546	0.3770866874
547	0.3770596794
548	0.3769991366
549	0.376976813
550	0.3769380213
551	0.3769016055
552	0.3768774221
553	0.3768251777
554	0.3767919814
555	0.3767589404
556	0.3766776953
557	0.376640947
558	0.3766359523
559	0.3765699199
560	0.3765667932
561	0.3764734322
562	0.3764717131
563	0.3764456595
564	0.3763548452
565	0.3763365708
566	0.3763025287
567	0.3762986797
568	0.3762039351
569	0.3761871205
570	0.3761766519
571	0.3761341171
572	0.3761053524
573	0.3760836224
574	0.3760546966
575	0.3759358084
576	0.3759117692
577	0.3759042497
578	0.3758724061
579	0.3758385596
580	0.3757026511
581	0.3756994542
582	0.3756838259
583	0.3756593335
584	0.3756279033
585	0.3756198193
586	0.3755615067
587	0.3755583976
588	0.3755539292
589	0.3755320795
590	0.3755013066
591	0.3754489929
592	0.3753876596
593	0.3753591535
594	0.3753501225
595	0.3753409049
596	0.3753385943
597	0.3752702984
598	0.3752474019
599	0.3752001394
600	0.3751578637
601	0.3751383761
602	0.3751118825
603	0.3751033723
604	0.3750610039
605	0.3749777898
606	0.3749667788
607	0.3748752125
608	0.3748527871
609	0.3748345868
610	0.3748334551
611	0.3748160899
612	0.3747753136
613	0.3747512021
614	0.3747364897
615	0.3747187866
616	0.3746988514
617	0.3746721781
618	0.3746298548
619	0.3746085532
620	0.3746049301
621	0.3745166191
622	0.3744304781
623	0.3744215335
624	0.3743685542
625	0.3743237604
626	0.3742976371
627	0.3742338211
628	0.3742153739
629	0.3742114324
630	0.3741199612
631	0.3741152333
632	0.3741113683
633	0.3741076815
634	0.3740890306
635	0.3740182922
636	0.3740015903
637	0.3739764144
638	0.3739468179
639	0.3739217658
640	0.373819049
641	0.3737825763
642	0.3737504676
643	0.3737471436
644	0.3737058552
645	0.3737006019
646	0.3735934711
647	0.373588469
648	0.3735208017
649	0.3735011516
650	0.3734834274
651	0.3734266914
652	0.3733896671
653	0.3733570085
654	0.3733433904
655	0.3733351858
656	0.3733220339
657	0.3732747666
658	0.3732721754
659	0.3732328888
660	0.3732203347
661	0.3731735081
662	0.3731540241
663	0.3731364062
664	0.3730501637
665	0.373018713
666	0.3730028517
667	0.3729909207
668	0.3729477687
669	0.372925762
670	0.3729002507
671	0.3728762031
672	0.3728577391
673	0.3728441255
674	0.3728389487
675	0.372825723
676	0.3728222586
677	0.3728105489
678	0.3728105274
679	0.3727972361
680	0.372748695
681	0.3727336579
682	0.3726718789
683	0.372658286
684	0.3726080379
685	0.3725203673
686	0.3724740759
687	0.3724382934
688	0.372339297
689	0.3723311633
690	0.3723086537
691	0.3722133327
692	0.3721909223
693	0.3721756347
694	0.3721473793
695	0.3721307408
696	0.3721240831
697	0.3720824115
698	0.372056145
699	0.3720542978
700	0.3719603982
701	0.3719409423
702	0.3718762362
703	0.3718400193
704	0.3718327845
705	0.371824532
706	0.3717720486
707	0.3717547323
708	0.371746437
709	0.3717451889
710	0.3717425856
711	0.3717395189
712	0.3717180667
713	0.3717174826
714	0.3716781769
715	0.3716746827
716	0.3716318139
717	0.3715851328
718	0.3715459302
719	0.3715297058
720	0.3715080272
721	0.3715034422
722	0.3714633313
723	0.371434508
724	0.3714305652
725	0.371417822
726	0.3713988213
727	0.3713832096
728	0.3713649768
729	0.3713650236
730	0.3713367157
731	0.3713110943
732	0.3712693341
733	0.3712637066
734	0.3712452181
735	0.3712270461
736	0.3711457265
737	0.3711216929
738	0.3711195305
739	0.3711123478
740	0.3710851533
741	0.3710821433
742	0.371075768
743	0.3710552477
744	0.3710367499
745	0.370993305
746	0.3709530085
747	0.3709072749
748	0.3708623403
749	0.3708558995
750	0.370848426
751	0.3708473658
752	0.3708464418
753	0.3707554904
754	0.3707437737
755	0.3707352646
756	0.3707202937
757	0.3707083745
758	0.3706946044
759	0.3706806443
760	0.3705945204
761	0.3705581354
762	0.3705497582
763	0.370487239
764	0.3704517346
765	0.3703975963
766	0.370320313
767	0.3703162047
768	0.3703083828
769	0.3702751233
770	0.3702051801
771	0.3701938906
772	0.3701748943
773	0.3701697807
774	0.3701348624
775	0.3701204448
776	0.3701141081
777	0.3700968461
778	0.3700882898
779	0.3700657802
780	0.3700535343
781	0.369974761
782	0.3699408858
783	0.3699404242
784	0.3699338575
785	0.3699285158
786	0.3699241177
787	0.3699095105
788	0.3698999162
789	0.3698665968
790	0.3698030636
791	0.3697213485
792	0.3697035497
793	0.3696810689
794	0.3696737627
795	0.3696462677
796	0.3696317615
797	0.3696311593
798	0.3695620843
799	0.3695455228
800	0.3695410251
801	0.3695328894
802	0.3695266848
803	0.3695179802
804	0.369508175
805	0.3694755078
806	0.3694530787
807	0.3694345295
808	0.3693536953
809	0.3693423124
810	0.3692630143
811	0.3692589735
812	0.3692526792
813	0.369245256
814	0.3692280904
815	0.3692140821
816	0.3692018006
817	0.3691344191
818	0.3690515135
819	0.3690163696
820	0.3690153665
821	0.3689655849
822	0.36889498
823	0.3688598734
824	0.3688258696
825	0.3688056769
826	0.3687751347
827	0.3687715725
828	0.3687579796
829	0.3687053751
830	0.3686387607
831	0.3686177172
832	0.3685789591
833	0.3685612322
834	0.3685571225
835	0.3685378465
836	0.3685362456
837	0.368514383
838	0.3684995023
839	0.3684879368
840	0.3684879662
841	0.3684709392
842	0.3684686519
843	0.3684350808
844	0.3684285297
845	0.3683994013
846	0.3683943349
847	0.3683644032
848	0.3683002115
849	0.3682995954
850	0.3682848398
851	0.3682654992
852	0.368241189
853	0.3682312087
854	0.3682024004
855	0.3681945122
856	0.3681343042
857	0.3681217693
858	0.3681148338
859	0.3680667068
860	0.368019824
861	0.3679973972
862	0.3679807028
863	0.3679714392
864	0.3679619516
865	0.3678918811
866	0.3678259136
867	0.367803682
868	0.3677849518
869	0.3677270301
870	0.3676954201
871	0.3676874408
872	0.3676686984
873	0.3676526895
874	0.3676368565
875	0.3676068682
876	0.3675889512
877	0.3675249368
878	0.3675208271
879	0.3674980505
880	0.3674648406
881	0.3674429036
882	0.3673831248
883	0.3673747781
884	0.3673322978
885	0.3673029347
886	0.3672783213
887	0.3672545089
888	0.367237898
889	0.3672162093
890	0.3671974197
891	0.3671793681
892	0.3671575784
893	0.3671428136
894	0.3671080875
895	0.3670602825
896	0.3670157001
897	0.3669545354
898	0.3669373244
899	0.3668871825
900	0.3668824885
901	0.3668762325
902	0.3668753517
903	0.3668417633
904	0.3668258709
905	0.3668237998
906	0.3668121356
907	0.3667993063
908	0.366766825
909	0.3667467573
910	0.3667232809
911	0.3666720436
912	0.3666385019
913	0.3666193191
914	0.3665601398
915	0.36654443
916	0.3665342539
917	0.3664898686
918	0.3664669185
919	0.366456984
920	0.3664235311
921	0.3664133329
922	0.3663613699
923	0.3663441976
924	0.3662947635
925	0.3662572672
926	0.3662106256
927	0.3662002302
928	0.3661678518
929	0.3661306463
930	0.3660988383
931	0.3660785348
932	0.3660349701
933	0.3659775273
934	0.3659676361
935	0.365910978
936	0.3658829477
937	0.3658800918
938	0.3658700688
939	0.3658377338
940	0.3658308832
941	0.3657746519
942	0.365730732
943	0.3657143321
944	0.3656999572
945	0.3656748133
946	0.3656669325
947	0.3656597275
948	0.3656042271
949	0.3655840745
950	0.3655730207
951	0.3655321298
952	0.3654853278
953	0.3654736601
954	0.3654631325
955	0.3654388246
956	0.3654252589
957	0.3653837569
958	0.3653373684
959	0.3652964803
960	0.3652834649
961	0.3652611964
962	0.3652502498
963	0.365243091
964	0.3652033436
965	0.3651840497
966	0.3651586024
967	0.3651450771
968	0.3651386446
969	0.3651297934
970	0.3651250988
971	0.3651082942
972	0.3650973034
973	0.3650558677
974	0.3650324108
975	0.3649986105
976	0.3649880628
977	0.3649783501
978	0.3649504974
979	0.3649073857
980	0.364865497
981	0.3648510776
982	0.3648083771
983	0.3647731674
984	0.3647643493
985	0.3647292354
986	0.3647146385
987	0.3646862724
988	0.3646452648
989	0.3646109629
990	0.3645939223
991	0.36456459
992	0.3645630889
993	0.3645536165
994	0.3645471903
995	0.3645086493
996	0.3645015294
997	0.3644864444
998	0.3644735467
999	0.3644353366
